,town,latitude,longitude,country
3102,Elliminyt,-38.3711,143.58003,Australia
3103,Elsternwick,-37.88639,145.0025,Australia
3104,Eltham,-37.73333,145.15,Australia
3105,Eltham North,-37.7,145.15,Australia
3106,Elwood,-37.88214,144.98215,Australia
3107,Emerald,-37.93167,145.44093,Australia
3108,Endeavour Hills,-37.97695,145.25866,Australia
3109,Epping,-37.65,145.03333,Australia
3110,Epsom,-36.71667,144.31667,Australia
3111,Essendon,-37.74981,144.9109,Australia
3112,Essendon North,-37.74225,144.90546,Australia
3113,Essendon West,-37.75489,144.88338,Australia
3114,Eumemmerring,-37.9978,145.24821,Australia
3115,Euroa,-36.75555,145.57075,Australia
3116,Eynesbury,-37.80043,144.57458,Australia
3117,Fairfield,-37.77977,145.01764,Australia
3118,Falls Creek,-36.86535,147.27782,Australia
3119,Fawkner,-37.71667,144.96667,Australia
3120,Ferntree Gully,-37.88461,145.29539,Australia
3121,Ferny Creek,-37.88333,145.33333,Australia
3122,Fitzroy,-37.79839,144.97833,Australia
3123,Fitzroy North,-37.78862,144.97885,Australia
3124,Flemington,-37.78825,144.93001,Australia
3125,Flora Hill,-36.78123,144.29562,Australia
3126,Footscray,-37.8,144.9,Australia
3127,Forest Hill,-37.83333,145.18333,Australia
3128,Foster,-38.65275,146.20073,Australia
3129,Frankston,-38.13402,145.16875,Australia
3130,Frankston East,-38.13333,145.13333,Australia
3131,Frankston North,-38.12352,145.14836,Australia
3132,Frankston South,-38.16604,145.13643,Australia
3133,Gannawarra,-35.73211,143.85316,Australia
3134,Garfield,-38.08985,145.67502,Australia
3135,Geelong,-38.14711,144.36069,Australia
3136,Geelong city centre,-38.14996,144.36176,Australia
3137,Geelong West,-38.13888,144.34842,Australia
3138,Gembrook,-37.95321,145.55536,Australia
3139,Gisborne,-37.48858,144.59421,Australia
3140,Gladstone Park,-37.68742,144.88675,Australia
3141,Glen Eira,-37.89949,145.04099,Australia
3142,Glen Huntly,-37.89237,145.04135,Australia
3143,Glen Iris,-37.86667,145.06667,Australia
3144,Glen Waverley,-37.87811,145.16476,Australia
3145,Glenelg,-37.89083,141.44238,Australia
3146,Glenferrie,-37.83333,145.05,Australia
3147,Glengarry,-38.11667,146.56667,Australia
3148,Glenroy,-37.7,144.93333,Australia
3149,Golden Plains,-37.85231,143.86352,Australia
3150,Golden Point,-37.57493,143.8687,Australia
3151,Golden Square,-36.77265,144.25271,Australia
3152,Gordon,-37.5823,144.10925,Australia
3153,Gowanbrae,-37.70823,144.89079,Australia
3154,Greater Bendigo,-36.72278,144.43974,Australia
3155,Greater Dandenong,-38.00112,145.19073,Australia
3156,Greater Geelong,-38.05182,144.46137,Australia
3157,Greater Shepparton,-36.42742,145.41519,Australia
3158,Greensborough,-37.70462,145.10302,Australia
3159,Greenvale,-37.63333,144.86667,Australia
3160,Grovedale,-38.2,144.35,Australia
3161,Haddon,-37.6,143.71667,Australia
3162,Hadfield,-37.70728,144.9416,Australia
3163,Hallam,-38.01667,145.26667,Australia
3164,Hamilton,-37.74425,142.02202,Australia
3165,Hamlyn Heights,-38.12108,144.32799,Australia
3166,Hampton,-37.95,145.0,Australia
3167,Hampton East,-37.93695,145.02863,Australia
3168,Hampton Park,-38.03333,145.25,Australia
3169,Hastings,-38.3,145.18333,Australia
3170,Haven,-36.76072,142.19426,Australia
3171,Hawthorn,-37.81992,145.0358,Australia
3172,Hawthorn East,-37.82484,145.0464,Australia
3173,Hawthorn South,-37.8329,145.0367,Australia
3174,Hazelwood North,-38.26763,146.48286,Australia
3175,Healesville,-37.65395,145.51718,Australia
3176,Heathcote,-36.92214,144.70837,Australia
3177,Heatherton,-37.96667,145.1,Australia
3178,Heathmont,-37.83333,145.25,Australia
3179,Heidelberg,-37.75,145.06667,Australia
3180,Heidelberg Heights,-37.74313,145.05695,Australia
3181,Heidelberg West,-37.73922,145.04034,Australia
3182,Hepburn,-37.31707,144.03355,Australia
3183,Herne Hill,-38.13427,144.32406,Australia
3184,Heyfield,-37.9813,146.78559,Australia
3185,Heywood,-38.13294,141.62949,Australia
3186,Highett,-37.95,145.05,Australia
3187,Highton,-38.17058,144.3114,Australia
3188,Hillside,-37.69047,144.74172,Australia
3189,Hindmarsh,-36.03293,141.73282,Australia
3190,Hmas Cerberus,-38.36491,145.20038,Australia
3191,Hobsons Bay,-37.85694,144.83347,Australia
3192,Hoppers Crossing,-37.88264,144.7003,Australia
3193,Horsham,-36.82857,142.11448,Australia
3194,Hotham Heights,-36.99298,147.15225,Australia
3195,Hughesdale,-37.9,145.08333,Australia
3196,Hume,-37.59717,144.80511,Australia
3197,Huntingdale,-37.90766,145.10847,Australia
3198,Huntly,-36.66451,144.33382,Australia
3199,Hurstbridge,-37.64157,145.19408,Australia
3200,Indented Head,-38.14305,144.71343,Australia
3201,Indigo,-36.20854,146.68628,Australia
3202,Inverleigh,-38.10177,144.05132,Australia
3203,Inverloch,-38.62659,145.7226,Australia
3204,Invermay Park,-37.53063,143.85798,Australia
3205,Ironbark,-36.75478,144.26378,Australia
3206,Irymple,-34.23537,142.17101,Australia
3207,Ivanhoe,-37.76903,145.04308,Australia
3208,Ivanhoe East,-37.7734,145.06195,Australia
3209,Jacana,-37.68778,144.91111,Australia
3210,Jackass Flat,-36.71589,144.28597,Australia
3211,Jan Juc,-38.34455,144.29518,Australia
3212,Junction Village,-38.13636,145.29684,Australia
3213,Junortoun,-36.77106,144.36311,Australia
3214,Kalimna,-37.87011,147.96664,Australia
3215,Kallista,-37.89815,145.38226,Australia
3216,Kalorama,-37.81667,145.36667,Australia
3217,Kangaroo Flat,-36.8,144.25,Australia
3218,Kangaroo Ground,-37.68919,145.2317,Australia
3219,Kealba,-37.7371,144.8283,Australia
3220,Keilor,-37.71667,144.83333,Australia
3221,Keilor Downs,-37.72337,144.80839,Australia
3222,Keilor East,-37.73261,144.86504,Australia
3223,Keilor Lodge,-37.69997,144.80332,Australia
3224,Keilor Park,-37.72025,144.85422,Australia
3225,Kennington,-36.77128,144.30298,Australia
3226,Kensington,-37.79188,144.93114,Australia
3227,Kerang,-35.73489,143.92027,Australia
3228,Kew,-37.80639,145.03086,Australia
3229,Kew East,-37.79758,145.05378,Australia
3230,Keysborough,-37.99116,145.17385,Australia
3231,Kialla,-36.44729,145.41422,Australia
3232,Kilmore,-37.29577,144.95252,Australia
3233,Kilsyth,-37.8,145.31667,Australia
3234,Kilsyth South,-37.82033,145.31599,Australia
3235,Kinglake,-37.53291,145.33964,Australia
3236,Kinglake West,-37.46667,145.23333,Australia
3237,Kings Park,-37.73397,144.77766,Australia
3238,Kingsbury,-37.71406,145.03509,Australia
3239,Kingston,-38.0045,145.09531,Australia
3240,Kingsville,-37.80819,144.87911,Australia
3241,Knox,-37.89895,145.26923,Australia
3242,Knoxfield,-37.88978,145.24962,Australia
3243,Koo-Wee-Rup,-38.19941,145.49081,Australia
3244,Koroit,-38.2918,142.36729,Australia
3245,Korumburra,-38.43194,145.82355,Australia
3246,Kurunjang,-37.67587,144.5969,Australia
3247,Kyabram,-36.31335,145.05035,Australia
3248,Kyneton,-37.24444,144.45148,Australia
3249,Lake Gardens,-37.54632,143.81653,Australia
3250,Lake Wendouree,-37.54993,143.8473,Australia
3251,Lakes Entrance,-37.86679,148.00159,Australia
3252,Lalor,-37.66667,145.01667,Australia
3253,Lancefield,-37.27733,144.73596,Australia
3254,Lang Lang,-38.26605,145.5621,Australia
3255,Langwarrin,-38.16667,145.16667,Australia
3256,Langwarrin South,-38.18947,145.1935,Australia
3257,Lara,-38.02388,144.40617,Australia
3258,Latrobe,-38.25379,146.46124,Australia
3259,Launching Place,-37.78058,145.56834,Australia
3260,Laverton,-37.86201,144.76979,Australia
3261,Leongatha,-38.47607,145.94685,Australia
3262,Leopold,-38.19001,144.46825,Australia
3263,Lilydale,-37.75,145.35,Australia
3264,Little River,-37.96667,144.5,Australia
3265,Loddon,-36.40406,143.82964,Australia
3266,Long Gully,-36.74305,144.25788,Australia
3267,Longford,-38.16237,147.08591,Australia
3268,Longwarry,-38.11279,145.76849,Australia
3269,Lorne,-38.54043,143.97636,Australia
3270,Lovely Banks,-38.06667,144.33333,Australia
3271,Lower Plenty,-37.73333,145.11667,Australia
3272,Lucknow,-37.81667,147.65,Australia
3273,Lynbrook,-38.05588,145.25615,Australia
3274,Lysterfield,-37.93333,145.3,Australia
3275,Macedon,-37.41963,144.56242,Australia
3276,Macedon Ranges,-37.33343,144.61581,Australia
3277,Macleod,-37.73333,145.06667,Australia
3278,Maddingley,-37.68518,144.43245,Australia
3279,Maffra,-37.97132,146.98366,Australia
3280,Maiden Gully,-36.75389,144.20789,Australia
3281,Maidstone,-37.78035,144.87353,Australia
3282,Maldon,-36.9957,144.06834,Australia
3283,Mallacoota,-37.55896,149.75407,Australia
3284,Malvern,-37.86259,145.02811,Australia
3285,Malvern East,-37.87397,145.04253,Australia
3286,Manifold Heights,-38.13762,144.33369,Australia
3287,Manningham,-37.7571,145.18053,Australia
3288,Mansfield,-37.2413,146.14803,Australia
3289,Maribyrnong,-37.79141,144.87786,Australia
3290,Marong,-36.73333,144.13333,Australia
3291,Maroondah,-37.80288,145.26603,Australia
3292,Maryborough,-37.04562,143.73923,Australia
3293,McCrae,-38.34972,144.92806,Australia
3294,McKinnon,-37.91667,145.05,Australia
3295,Meadow Heights,-37.65117,144.91855,Australia
3296,Melbourne,-37.814,144.96332,Australia
3297,Melbourne City Centre,-37.81501,144.96657,Australia
3298,Melton,-37.68144,144.62292,Australia
3299,Melton South,-37.70773,144.57493,Australia
3300,Melton West,-37.67852,144.56883,Australia
3301,Mentone,-37.98333,145.06667,Australia
3302,Merbein,-34.16802,142.06599,Australia
3303,Mernda,-37.60075,145.09555,Australia
3304,Metung,-37.89154,147.853,Australia
3305,Mickleham,-37.53664,144.90204,Australia
3306,Middle Park,-37.85116,144.96201,Australia
3307,Mildura,-34.18551,142.16251,Australia
3308,Mildura Shire,-34.8645,141.85232,Australia
3309,Mill Park,-37.66667,145.06667,Australia
3310,Millgrove,-37.75527,145.65347,Australia
3311,Miners Rest,-37.4808,143.80107,Australia
3312,Mirboo North,-38.40101,146.16135,Australia
3313,Mitcham,-37.81667,145.2,Australia
3314,Mitchell,-37.17535,144.97999,Australia
3315,Moe,-38.17828,146.26099,Australia
3316,Moira,-36.0506,145.53815,Australia
3317,Monash,-37.89675,145.14714,Australia
3318,Monbulk,-37.87427,145.42592,Australia
3319,Mont Albert,-37.81788,145.10799,Australia
3320,Mont Albert North,-37.80043,145.10828,Australia
3321,Montmorency,-37.71667,145.11667,Australia
3322,Montrose,-37.81667,145.35,Australia
3323,Moolap,-38.18333,144.43333,Australia
3324,Moonee Ponds,-37.76667,144.91667,Australia
3325,Moonee Valley,-37.74941,144.89325,Australia
3326,Moorabbin,-37.94146,145.05779,Australia
3327,Moorabool,-37.63338,144.21946,Australia
3328,Moorooduc,-38.21667,145.11667,Australia
3329,Mooroolbark,-37.78247,145.31682,Australia
3330,Mooroopna,-36.4,145.35,Australia
3331,Mordialloc,-38.0,145.08333,Australia
3332,Moreland,-37.73557,144.93745,Australia
3333,Mornington,-38.21792,145.03876,Australia
3334,Mornington Peninsula,-38.34004,145.05455,Australia
3335,Mortlake,-38.08102,142.80827,Australia
3336,Morwell,-38.23476,146.39499,Australia
3337,Mount Alexander,-37.07607,144.18825,Australia
3338,Mount Buller,-37.14595,146.43694,Australia
3339,Mount Clear,-37.6,143.88333,Australia
3340,Mount Dandenong,-37.83333,145.36667,Australia
3341,Mount Duneed,-38.24089,144.33748,Australia
3342,Mount Eliza,-38.18333,145.08333,Australia
3343,Mount Evelyn,-37.78333,145.38333,Australia
3344,Mount Helen,-37.62463,143.8789,Australia
3345,Mount Macedon,-37.40048,144.58412,Australia
3346,Mount Martha,-38.26667,145.01667,Australia
3347,Mount Pleasant,-37.58333,143.86667,Australia
3348,Mount Waverley,-37.87709,145.12939,Australia
3349,Moyne,-38.18785,142.46217,Australia
3350,Mulgrave,-37.92845,145.17708,Australia
3351,Murrindindi,-37.28104,145.67437,Australia
3352,Murrumbeena,-37.9,145.06667,Australia
3353,Myrtleford,-36.56104,146.72371,Australia
3354,Nagambie,-36.78515,145.15375,Australia
3355,Narre Warren,-38.03333,145.3,Australia
3356,Narre Warren North,-37.98333,145.31667,Australia
3357,Narre Warren South,-38.04369,145.2923,Australia
3358,Nathalia,-36.05772,145.20406,Australia
3359,Neerim South,-38.01683,145.95447,Australia
3360,New Gisborne,-37.46065,144.5993,Australia
3361,Newborough,-38.17171,146.29264,Australia
3362,Newcomb,-38.16623,144.39429,Australia
3363,Newington,-37.55846,143.82485,Australia
3364,Newport,-37.84427,144.88483,Australia
3365,Newtown,-38.15391,144.33507,Australia
3366,Nhill,-36.33333,141.65006,Australia
3367,Nichols Point,-34.2121,142.21443,Australia
3368,Nicholson,-37.81667,147.73333,Australia
3369,Niddrie,-37.7375,144.89212,Australia
3370,Nillumbik,-37.61474,145.21706,Australia
3371,Noble Park,-37.96667,145.16667,Australia
3372,Noble Park North,-37.94978,145.19257,Australia
3373,Norlane,-38.10139,144.35417,Australia
3374,North Bendigo,-36.74363,144.28791,Australia
3375,North Brighton,-37.90694,145.00528,Australia
3376,North Geelong,-38.10953,144.35134,Australia
3377,North Melbourne,-37.79798,144.94512,Australia
3378,North Warrandyte,-37.72924,145.21574,Australia
3379,North Wonthaggi,-38.57769,145.59302,Australia
3380,Northcote,-37.76667,145.0,Australia
3381,Northern Grampians,-36.84962,142.87303,Australia
3382,Notting Hill,-37.905,145.1427,Australia
3383,Numurkah,-36.08846,145.44215,Australia
3384,Nunawading,-37.82043,145.17308,Australia
3385,Nyora,-38.33364,145.67248,Australia
3386,Oak Park,-37.71842,144.91945,Australia
3387,Oakleigh,-37.89809,145.08837,Australia
3388,Oakleigh East,-37.9,145.11667,Australia
3389,Oakleigh South,-37.92416,145.09146,Australia
3390,Ocean Grove,-38.25772,144.51919,Australia
3391,Officer,-38.05916,145.40947,Australia
3392,Olinda,-37.85,145.36667,Australia
3393,Orbost,-37.69644,148.457,Australia
3394,Ormond,-37.9,145.03333,Australia
3395,Ouyen,-35.07087,142.32034,Australia
3396,Pakenham,-38.07018,145.47411,Australia
3397,Pakenham Upper,-38.01667,145.51667,Australia
3398,Panton Hill,-37.64082,145.23991,Australia
3399,Park Orchards,-37.77688,145.21463,Australia
3400,Parkdale,-37.99187,145.08128,Australia
3401,Parkville,-37.78333,144.95,Australia
3402,Pascoe Vale,-37.73333,144.93333,Australia
3403,Pascoe Vale South,-37.73973,144.94615,Australia
3404,Patterson Lakes,-38.06934,145.14327,Australia
3405,Paynesville,-37.91886,147.71944,Australia
3406,Pearcedale,-38.203,145.23488,Australia
3407,Phillip Island,-38.48349,145.23102,Australia
3408,Plenty,-37.66667,145.11667,Australia
3409,Plumpton,-37.68701,144.69082,Australia
3410,Point Cook,-37.91482,144.75088,Australia
3411,Point Lonsdale,-38.28173,144.61055,Australia
3412,Port Fairy,-38.38535,142.2371,Australia
3413,Port Melbourne,-37.83961,144.94228,Australia
3414,Port Phillip,-37.85159,144.96992,Australia
3415,Portarlington,-38.11542,144.65559,Australia
3416,Portland,-38.3462,141.60257,Australia
3417,Prahran,-37.85114,144.99318,Australia
3418,Preston,-37.75,145.01667,Australia
3419,Princes Hill,-37.78185,144.96656,Australia
3420,Puckapunyal,-36.99493,145.04005,Australia
3421,Pyrenees,-37.32756,143.36472,Australia
3422,Quarry Hill,-36.77646,144.28024,Australia
3423,Queenscliff,-38.26789,144.66193,Australia
3424,Queenscliffe,-38.26896,144.66248,Australia
3425,Ravenhall,-37.76552,144.75105,Australia
3426,Red Cliffs,-34.30942,142.18971,Australia
3427,Redan,-37.57649,143.83862,Australia
3428,Research,-37.7,145.18333,Australia
3429,Reservoir,-37.71667,145.0,Australia
3430,Richmond,-37.81819,145.00176,Australia
3431,Ringwood,-37.81667,145.23333,Australia
3432,Ringwood East,-37.81667,145.25,Australia
3433,Ringwood North,-37.8,145.23333,Australia
3434,Ripponlea,-37.88333,145.0,Australia
3435,Robinvale,-34.58356,142.77228,Australia
3436,Rochester,-36.36352,144.70077,Australia
3437,Rockbank,-37.73353,144.67003,Australia
3438,Romsey,-37.35075,144.743,Australia
3439,Rosanna,-37.73895,145.06735,Australia
3440,Rosebud,-38.35542,144.9068,Australia
3441,Rosebud West,-38.36444,144.87748,Australia
3442,Rosedale,-38.15452,146.7886,Australia
3443,Ross Creek,-37.65,143.75,Australia
3444,Rowville,-37.93333,145.23333,Australia
3445,Roxburgh Park,-37.62581,144.92555,Australia
3446,Rushworth,-36.58669,145.0175,Australia
3447,Rutherglen,-36.0543,146.46212,Australia
3448,Rye,-38.38528,144.81221,Australia
3449,Safety Beach,-38.31535,145.00027,Australia
3450,Saint Albans,-37.73333,144.8,Australia
3451,Saint Andrews,-37.60151,145.27235,Australia
3452,Saint Andrews Beach,-38.4141,144.82436,Australia
3453,Saint Helena,-37.7,145.13333,Australia
3454,Saint Kilda,-37.8676,144.98099,Australia
3455,Saint Leonards,-38.17051,144.71803,Australia
3456,Sale,-38.11095,147.06802,Australia
3457,San Remo,-38.52547,145.37616,Australia
3458,Sandhurst,-38.081,145.20767,Australia
3459,Sandringham,-37.95218,145.01129,Australia
3460,Sassafras,-37.86667,145.35,Australia
3461,Scoresby,-37.9,145.23333,Australia
3462,Seabrook,-37.88092,144.75866,Australia
3463,Seaford,-38.1,145.13333,Australia
3464,Seaholme,-37.864,144.84504,Australia
3465,Sebastopol,-37.58532,143.83953,Australia
3466,Seddon,-37.80607,144.8907,Australia
3467,Selby,-37.91667,145.38333,Australia
3468,Seville,-37.79802,145.48763,Australia
3469,Seymour,-37.02655,145.13924,Australia
3470,Shepparton,-36.38047,145.39867,Australia
3471,Shepparton East,-36.40156,145.47765,Australia
3472,Silvan,-37.81667,145.41667,Australia
3473,Skye,-38.10505,145.2163,Australia
3474,Smythes Creek,-37.6,143.78333,Australia
3475,Smythesdale,-37.64308,143.68617,Australia
3476,Soldiers Hill,-37.54962,143.85872,Australia
3477,Somers,-38.38134,145.15898,Australia
3478,Somerville,-38.21667,145.16667,Australia
3479,Sorrento,-38.33958,144.74126,Australia
3480,South Gippsland,-38.69897,146.06702,Australia
3481,South Kingsville,-37.83018,144.8709,Australia
3482,South Melbourne,-37.83333,144.96667,Australia
3483,South Morang,-37.65,145.1,Australia
3484,South Yarra,-37.83834,144.99149,Australia
3485,Southbank,-37.8228,144.96434,Australia
3486,Southern Grampians,-37.52989,142.02533,Australia
3487,Spotswood,-37.82975,144.88516,Australia
3488,Springvale,-37.94853,145.15274,Australia
3489,Springvale South,-37.96667,145.15,Australia
3490,St Albans Park,-38.18802,144.39207,Australia
3491,St Helena,-37.68988,145.12315,Australia
3492,St Kilda East,-37.86594,145.00018,Australia
3493,St Kilda West,-37.85988,144.97108,Australia
3494,Stawell,-37.05632,142.78088,Australia
3495,Stonnington,-37.8613,145.03776,Australia
3496,Stratford,-37.9634,147.0826,Australia
3497,Strathbogie,-36.72402,145.32938,Australia
3498,Strathdale,-36.76572,144.31548,Australia
3499,Strathfieldsaye,-36.80667,144.35487,Australia
3500,Strathmerton,-35.92533,145.47865,Australia
3501,Strathmore,-37.73563,144.92065,Australia
3502,Sunbury,-37.57742,144.72607,Australia
3503,Sunshine,-37.78333,144.83333,Australia
3504,Sunshine North,-37.76987,144.82787,Australia
3505,Sunshine West,-37.79117,144.81637,Australia
3506,Surf Coast,-38.33997,144.1153,Australia
3507,Surrey Hills,-37.81667,145.1,Australia
3508,Swan Hill,-35.10061,143.1681,Australia
3509,Sydenham,-37.7,144.76667,Australia
3510,Tallangatta,-36.21791,147.17699,Australia
3511,Tarneit,-37.83634,144.65952,Australia
3512,Tatura,-36.43962,145.22994,Australia
3513,Taylors Hill,-37.70988,144.75483,Australia
3514,Taylors Lakes,-37.69863,144.78631,Australia
3515,Tecoma,-37.90303,145.34468,Australia
3516,Teesdale,-38.03333,144.05,Australia
3517,Templestowe,-37.75405,145.14864,Australia
3518,Templestowe Lower,-37.76667,145.11667,Australia
3519,Terang,-38.24084,142.92123,Australia
3520,The Basin,-37.85,145.31667,Australia
3521,The Patch,-37.89187,145.40216,Australia
3522,Thomastown,-37.68333,145.01667,Australia
3523,Thomson,-38.16984,144.3789,Australia
3524,Thornbury,-37.75819,145.00583,Australia
3525,Timboon,-38.48434,142.98033,Australia
3526,Tongala,-36.25466,144.95622,Australia
3527,Tooradin,-38.21475,145.38325,Australia
3528,Toorak,-37.84165,145.01438,Australia
3529,Tootgarook,-38.3777,144.85015,Australia
3530,Torquay,-38.33085,144.32638,Australia
3531,Towong,-36.36587,147.62717,Australia
3532,Trafalgar,-38.20906,146.15347,Australia
3533,Traralgon,-38.19528,146.5415,Australia
3534,Travancore,-37.78076,144.93545,Australia
3535,Trentham,-37.38876,144.32164,Australia
3536,Truganina,-37.81667,144.75,Australia
3537,Tullamarine,-37.70128,144.881,Australia
3538,Tyabb,-38.25,145.18333,Australia
3539,Upwey,-37.9,145.33333,Australia
3540,Vermont,-37.83616,145.19428,Australia
3541,Vermont South,-37.85747,145.1827,Australia
3542,Viewbank,-37.73991,145.09323,Australia
3543,Wahgunyah,-36.01178,146.39714,Australia
3544,Wallan,-37.41625,144.97859,Australia
3545,Wallington,-38.22641,144.51199,Australia
3546,Wandana Heights,-38.17577,144.30387,Australia
3547,Wandin North,-37.78333,145.43333,Australia
3548,Wandong,-37.3719,145.03207,Australia
3549,Wangaratta,-36.61599,146.42839,Australia
3550,Wantirna,-37.85,145.21667,Australia
3551,Wantirna South,-37.88333,145.21667,Australia
3552,Warburton,-37.75375,145.69037,Australia
3553,Warracknabeal,-36.25326,142.39281,Australia
3554,Warragul,-38.15912,145.93118,Australia
3555,Warrandyte,-37.75,145.23333,Australia
3556,Warranwood,-37.77555,145.24728,Australia
3557,Warrnambool,-38.38176,142.48799,Australia
3558,Waterways,-38.01478,145.1305,Australia
3559,Watsonia,-37.71667,145.08333,Australia
3560,Watsonia North,-37.69981,145.08468,Australia
3561,Wattleglen,-37.66667,145.18333,Australia
3562,Waurn Ponds,-38.21667,144.28333,Australia
3563,Wellington,-38.03765,147.01697,Australia
3564,Wendouree,-37.53078,143.82838,Australia
3565,Werribee,-37.9,144.66667,Australia
3566,Werribee South,-37.9475,144.71667,Australia
3567,Wesburn,-37.76667,145.63333,Australia
3568,West Footscray,-37.79746,144.87727,Australia
3569,West Melbourne,-37.81014,144.95,Australia
3570,West Wimmera,-36.59921,141.40038,Australia
3571,West Wodonga,-36.12346,146.85193,Australia
3572,Westmeadows,-37.67604,144.88701,Australia
3573,Wheelers Hill,-37.9,145.18333,Australia
3574,White Hills,-36.72875,144.30525,Australia
3575,Whitehorse,-37.82868,145.15432,Australia
3576,Whittington,-38.1808,144.39322,Australia
3577,Whittlesea,-37.55087,145.09375,Australia
3578,Williams Landing,-37.8619,144.74371,Australia
3579,Williamstown,-37.86349,144.899,Australia
3580,Williamstown North,-37.85515,144.88259,Australia
3581,Winchelsea,-38.24485,143.98322,Australia
3582,Windsor,-37.85344,144.99241,Australia
3583,Wodonga,-36.14469,146.88818,Australia
3584,Wollert,-37.58333,145.03333,Australia
3585,Wonga Park,-37.73333,145.26667,Australia
3586,Wonthaggi,-38.60586,145.59355,Australia
3587,Woodend,-37.35469,144.52902,Australia
3588,Woori Yallock,-37.78062,145.53819,Australia
3589,Wurruk,-38.11667,147.03333,Australia
3590,Wy Yung,-37.8,147.58333,Australia
3591,Wyndham,-37.8928,144.63573,Australia
3592,Wyndham Vale,-37.89138,144.62368,Australia
3593,Yackandandah,-36.31371,146.83958,Australia
3594,Yallambie,-37.72515,145.09352,Australia
3595,Yallourn North,-38.16053,146.36449,Australia
3596,Yarra,-37.80178,144.99593,Australia
3597,Yarra Glen,-37.65794,145.37416,Australia
3598,Yarra Junction,-37.78192,145.6143,Australia
3599,Yarra Ranges,-37.75006,145.73708,Australia
3600,Yarragon,-38.20525,146.06079,Australia
3601,Yarram,-38.56479,146.67557,Australia
3602,Yarrambat,-37.63751,145.13486,Australia
3603,Yarraville,-37.81667,144.9,Australia
3604,Yarrawonga,-36.01923,145.99973,Australia
3605,Yarriambiack,-36.02618,142.40452,Australia
3606,Yea,-37.21067,145.42755,Australia
3607,Western Australia,0.0,0.0,Australia
3608,Abbey,-33.66364,115.25635,Australia
3609,Albany,-34.7099,118.12345,Australia
3610,Albany city centre,-35.02479,117.88472,Australia
3611,Alexander Heights,-31.82758,115.86501,Australia
3612,Alfred Cove,-32.03316,115.81259,Australia
3613,Alkimos,-31.63039,115.68638,Australia
3614,Applecross,-32.01667,115.83333,Australia
3615,Ardross,-32.02696,115.83548,Australia
3616,Armadale,-32.17887,116.1275,Australia
3617,Ascot,-31.93818,115.92258,Australia
3618,Ashburton,-22.27674,116.90057,Australia
3619,Ashby,-31.73255,115.79768,Australia
3620,Ashfield,-31.91721,115.93796,Australia
3621,Attadale,-32.02489,115.802,Australia
3622,Atwell,-32.14346,115.86528,Australia
3623,Aubin Grove,-32.16714,115.86264,Australia
3624,Augusta,-34.31566,115.15922,Australia
3625,Augusta-Margaret River Shire,-34.1152,115.32277,Australia
3626,Australind,-33.2792,115.71504,Australia
3627,Aveley,-31.78132,115.98959,Australia
3628,Bakers Hill,-31.74692,116.45866,Australia
3629,Balcatta,-31.87501,115.82839,Australia
3630,Baldivis,-32.32889,115.83047,Australia
3631,Balga,-31.85497,115.83986,Australia
3632,Ballajura,-31.84062,115.89549,Australia
3633,Banjup,-32.14179,115.88671,Australia
3634,Banksia Grove,-31.69615,115.80501,Australia
3635,Bassendean,-31.90584,115.94501,Australia
3636,Bateman,-32.05547,115.84737,Australia
3637,Baynton,-20.75164,116.80139,Australia
3638,Bayonet Head,-34.97305,117.93446,Australia
3639,Bayswater,-31.91181,115.9087,Australia
3640,Beachlands,-28.7857,114.60192,Australia
3641,Beaconsfield,-32.06748,115.76401,Australia
3642,Beckenham,-32.02481,115.95989,Australia
3643,Bedford,-31.91132,115.8892,Australia
3644,Bedfordale,-32.17406,116.0504,Australia
3645,Beechboro,-31.86515,115.93661,Australia
3646,Beeliar,-32.13339,115.80637,Australia
3647,Beldon,-31.77466,115.7627,Australia
3648,Bellevue,-31.90116,116.02762,Australia
3649,Belmont,-31.95458,115.94218,Australia
3650,Bennett Springs,-31.85941,115.94512,Australia
3651,Bentley,-32.00224,115.92473,Australia
3652,Beresford,-28.75754,114.61965,Australia
3653,Bertram,-32.24369,115.84572,Australia
3654,Beverley,-32.10839,116.92736,Australia
3655,Bibra Lake,-32.09764,115.81921,Australia
3656,Bicton,-32.02778,115.78333,Australia
3657,Bilingurr,-17.90909,122.22921,Australia
3658,Bindoon,-31.38663,116.09664,Australia
3659,Binningup,-33.1483,115.69519,Australia
3660,Bluff Point,-28.7374,114.62278,Australia
3661,Boddington,-32.79195,116.41883,Australia
3662,Booragoon,-32.03945,115.83369,Australia
3663,Boulder,-30.78204,121.4912,Australia
3664,Boyanup,-33.48295,115.72838,Australia
3665,Boyup Brook,-33.88555,116.51885,Australia
3666,Brabham,-31.82728,115.97417,Australia
3667,Brentwood,-32.04347,115.85246,Australia
3668,Bridgetown,-33.96242,116.13598,Australia
3669,Bridgetown-Greenbushes,-33.99234,116.22502,Australia
3670,Broadwater,-33.66304,115.2842,Australia
3671,Brockman,-24.88126,113.65365,Australia
3672,Brookdale,-32.16696,116.00193,Australia
3673,Brookton,-32.35533,116.99994,Australia
3674,Broome,-17.94041,122.64038,Australia
3675,Broomehill-Tambellup,-34.0132,117.65297,Australia
3676,Bruce Rock,-31.96651,118.02385,Australia
3677,Brunswick,-33.2324,115.86282,Australia
3678,Bulgarra,-20.72584,116.85673,Australia
