,town,latitude,longitude,country
1057,Sans Souci,-33.9899,151.13334,Australia
1058,Sapphire Beach,-30.22614,153.13628,Australia
1059,Saratoga,-33.47564,151.35207,Australia
1060,Sawtell,-30.36459,153.10141,Australia
1061,Schofields,-33.71667,150.86667,Australia
1062,Scone,-32.05014,150.86893,Australia
1063,Seaforth,-33.80145,151.23981,Australia
1064,Sefton,-33.88773,151.01053,Australia
1065,Seven Hills,-33.78333,150.93333,Australia
1066,Shalvey,-33.72687,150.80529,Australia
1067,Shell Cove,-34.58994,150.86203,Australia
1068,Shellharbour,-34.58333,150.86667,Australia
1069,Shelly Beach,-33.36999,151.48522,Australia
1070,Shoal Bay,-32.72231,152.17498,Australia
1071,Shoalhaven Heads,-34.85086,150.74512,Australia
1072,Shoalhaven Shire,-35.14162,150.41295,Australia
1073,Shortland,-32.87883,151.69105,Australia
1074,Silverdale,-33.9152,150.6096,Australia
1075,Silverwater,-33.83343,151.04731,Australia
1076,Singleton,-32.60547,150.91872,Australia
1077,Singleton Heights,-32.5416,151.16089,Australia
1078,Skennars Head,-28.82888,153.60209,Australia
1079,Smithfield,-33.85,150.93333,Australia
1080,Smiths Lake,-32.38043,152.50337,Australia
1081,Soldiers Point,-32.7105,152.06979,Australia
1082,Somersby,-33.36667,151.28333,Australia
1083,South Albury,-36.08654,146.90905,Australia
1084,South Bathurst,-33.43839,149.57203,Australia
1085,South Bowenfels,-33.51667,150.11667,Australia
1086,South Coogee,-33.93106,151.25599,Australia
1087,South Grafton,-29.7076,152.92627,Australia
1088,South Granville,-33.85864,151.01066,Australia
1089,South Hurstville,-33.97756,151.1055,Australia
1090,South Kempsey,-31.12302,152.83253,Australia
1091,South Lismore,-28.81629,153.25619,Australia
1092,South Murwillumbah,-28.33895,153.40004,Australia
1093,South Nowra,-34.90332,150.59827,Australia
1094,South Penrith,-33.77349,150.69466,Australia
1095,South Tamworth,-31.11,150.92254,Australia
1096,South Turramurra,-33.74941,151.11257,Australia
1097,South Wentworthville,-33.8185,150.96344,Australia
1098,South West Rocks,-30.88553,153.04126,Australia
1099,South Windsor,-33.61808,150.80443,Australia
1100,Speers Point,-32.96383,151.62618,Australia
1101,Spring Farm,-34.06851,150.71182,Australia
1102,Springdale Heights,-36.03095,146.94783,Australia
1103,Springvale,-35.16687,147.33058,Australia
1104,Springwood,-33.7,150.55,Australia
1105,St Andrews,-34.02243,150.82958,Australia
1106,St Clair,-33.79728,150.7847,Australia
1107,St Helens Park,-34.10474,150.81368,Australia
1108,St Huberts Island,-33.49562,151.34616,Australia
1109,St Ives Chase,-33.70381,151.1646,Australia
1110,St Johns Park,-33.88295,150.90182,Australia
1111,St Leonards,-33.82344,151.19836,Australia
1112,St. Georges Basin,-35.08986,150.59801,Australia
1113,Stanhope Gardens,-33.72206,150.92597,Australia
1114,Stanmore,-33.89407,151.16424,Australia
1115,Stanwell Park,-34.2261,150.98583,Australia
1116,Stockton,-32.90908,151.7836,Australia
1117,Strathfield,-33.87978,151.07561,Australia
1118,Strathfield South,-33.89252,151.08334,Australia
1119,Suffolk Park,-28.6881,153.60977,Australia
1120,Summer Hill,-33.89146,151.13825,Australia
1121,Summerland Point,-33.14091,151.56561,Australia
1122,Sunshine Bay,-35.7454,150.20792,Australia
1123,Surfside,-35.69531,150.19949,Australia
1124,Surry Hills,-33.88374,151.21282,Australia
1125,Sussex Inlet,-35.15671,150.58533,Australia
1126,Sutherland,-34.031,151.05532,Australia
1127,Sutherland Shire,-34.07202,151.07712,Australia
1128,Sutton,-35.16667,149.25,Australia
1129,Swansea,-33.08765,151.63745,Australia
1130,Sydenham,-33.91669,151.16798,Australia
1131,Sydney,-33.86785,151.20732,Australia
1132,Sydney Central Business District,-33.86482,151.20773,Australia
1133,Sydney Olympic Park,-33.84983,151.06828,Australia
1134,Sylvania,-34.01242,151.09718,Australia
1135,Sylvania Waters,-34.01868,151.1086,Australia
1136,Table Top,-35.96667,147.0,Australia
1137,Tahmoor,-34.22246,150.59467,Australia
1138,Tamarama,-33.89835,151.27059,Australia
1139,Tamworth,-31.09048,150.92905,Australia
1140,Tamworth Municipality,-30.92204,150.81526,Australia
1141,Tanilba Bay,-32.74706,151.99714,Australia
1142,Taree,-31.91099,152.45387,Australia
1143,Taren Point,-34.01936,151.11826,Australia
1144,Tarrawanna,-34.38152,150.88799,Australia
1145,Tarro,-32.8,151.66667,Australia
1146,Tascott,-33.45017,151.31375,Australia
1147,Tathra,-36.73126,149.98328,Australia
1148,Tatton,-35.1599,147.35875,Australia
1149,Tea Gardens,-32.66351,152.15404,Australia
1150,Telarah,-32.72876,151.53453,Australia
1151,Telopea,-33.79279,151.03858,Australia
1152,Temora,-34.44834,147.53558,Australia
1153,Temora Municipality,-34.38314,147.47917,Australia
1154,Tempe,-33.92335,151.1602,Australia
1155,Tenambit,-32.73967,151.61293,Australia
1156,Tennyson Point,-33.83172,151.11682,Australia
1157,Tenterfield,-29.04946,152.01952,Australia
1158,Tenterfield Municipality,-29.06897,152.04803,Australia
1159,Teralba,-32.96667,151.6,Australia
1160,Terranora,-28.23832,153.50078,Australia
1161,Terrigal,-33.44815,151.44665,Australia
1162,Terry Hills,-33.68333,151.23333,Australia
1163,The Entrance,-33.33876,151.4978,Australia
1164,The Entrance North,-33.33573,151.50335,Australia
1165,The Hill,-32.93089,151.77835,Australia
1166,The Hills Shire,-33.59118,150.961,Australia
1167,The Junction,-32.93822,151.75909,Australia
1168,The Oaks,-34.07995,150.56998,Australia
1169,The Ponds,-33.70228,150.91086,Australia
1170,The Rock,-35.27302,147.11381,Australia
1171,The Rocks,-33.85923,151.2081,Australia
1172,Thirlmere,-34.20455,150.56767,Australia
1173,Thirroul,-34.31604,150.92142,Australia
1174,Thornleigh,-33.73228,151.07895,Australia
1175,Thornton,-32.78333,151.63333,Australia
1176,Thurgoona,-36.03626,146.99609,Australia
1177,Tighes Hill,-32.90732,151.7509,Australia
1178,Tingira Heights,-32.99725,151.67021,Australia
1179,Tinonee,-31.93634,152.41425,Australia
1180,Tocumwal,-35.8115,145.56922,Australia
1181,Tolland,-35.14521,147.35162,Australia
1182,Tomakin,-35.82335,150.18794,Australia
1183,Tomerong,-35.05231,150.5865,Australia
1184,Toongabbie,-33.78333,150.95,Australia
1185,Toormina,-30.35384,153.08843,Australia
1186,Toronto,-33.01357,151.59373,Australia
1187,Toukley,-33.26367,151.53841,Australia
1188,Towradgi,-34.38667,150.90278,Australia
1189,Trangie,-32.03147,147.98344,Australia
1190,Tregear,-33.74562,150.79294,Australia
1191,Tuggerawong,-33.2804,151.48044,Australia
1192,Tumbarumba,-35.77806,148.01172,Australia
1193,Tumbi Vmbi,-33.36667,151.45,Australia
1194,Tumut,-35.30642,148.21818,Australia
1195,Tuncurry,-32.17443,152.49876,Australia
1196,Tura Beach,-36.86358,149.93027,Australia
1197,Tuross Head,-36.05328,150.13322,Australia
1198,Turramurra,-33.73342,151.12849,Australia
1199,Turrella,-33.93033,151.14209,Australia
1200,Turvey Park,-35.12849,147.36264,Australia
1201,Tweed,-28.34991,153.34652,Australia
1202,Tweed Heads,-28.17671,153.5452,Australia
1203,Tweed Heads South,-28.19517,153.53964,Australia
1204,Tweed Heads West,-28.18736,153.52278,Australia
1205,Ulladulla,-35.35906,150.47247,Australia
1206,Ultimo,-33.87722,151.1972,Australia
1207,Umina Beach,-33.52314,151.31325,Australia
1208,Unanderra,-34.45306,150.84746,Australia
1209,Upper Hunter Shire,-31.98126,150.69282,Australia
1210,Upper Lachlan Shire,-34.41867,149.53061,Australia
1211,Uralla,-30.48548,151.35451,Australia
1212,Urunga,-30.49701,153.01422,Australia
1213,Valentine,-33.01504,151.6429,Australia
1214,Valla Beach,-30.59259,153.01131,Australia
1215,Valley Heights,-33.7,150.58333,Australia
1216,Vaucluse,-33.85549,151.27754,Australia
1217,Villawood,-33.88434,150.98027,Australia
1218,Vincentia,-35.06825,150.6748,Australia
1219,Vineyard,-33.64995,150.85259,Australia
1220,Voyager Point,-33.95871,150.97417,Australia
1221,Wadalba,-33.2723,151.46487,Australia
1222,Wagga Wagga,-35.18587,147.35509,Australia
1223,Wahroonga,-33.71816,151.11561,Australia
1224,Waitara,-33.71092,151.1033,Australia
1225,Wakeley,-33.87427,150.90976,Australia
1226,Walcha,-31.19757,151.81854,Australia
1227,Walgett,-29.79031,148.13393,Australia
1228,Wallacia,-33.86577,150.64021,Australia
1229,Wallalong,-32.69556,151.64957,Australia
1230,Wallerawang,-33.41096,150.06456,Australia
1231,Wallsend,-32.90133,151.66432,Australia
1232,Wamberal,-33.41554,151.44559,Australia
1233,Wamboin,-35.25073,149.33284,Australia
1234,Wangi Wangi,-33.07185,151.5984,Australia
1235,Warabrook,-32.88885,151.71493,Australia
1236,Waratah,-32.90667,151.72647,Australia
1237,Waratah West,-32.90003,151.7117,Australia
1238,Wareemba,-33.85819,151.13085,Australia
1239,Warialda,-29.54354,150.57542,Australia
1240,Warilla,-34.55185,150.85831,Australia
1241,Warners Bay,-32.97251,151.65268,Australia
1242,Warragamba,-33.89191,150.60461,Australia
1243,Warrawee,-33.72884,151.12051,Australia
1244,Warrawong,-34.485,150.88833,Australia
1245,Warren,-31.70224,147.83392,Australia
1246,Warren Shire,-31.29549,147.72853,Australia
1247,Warriewood,-33.68857,151.29534,Australia
1248,Warrimoo,-33.71667,150.6,Australia
1249,Warrumbungle Shire,-31.45519,149.45377,Australia
1250,Warwick Farm,-33.91291,150.93701,Australia
1251,Watanobbi,-33.26772,151.42246,Australia
1252,Waterview Heights,-29.69775,152.83922,Australia
1253,Wattle Grove,-33.95443,150.94447,Australia
1254,Wattle Ponds,-32.52026,151.19359,Australia
1255,Wauchope,-31.45792,152.72617,Australia
1256,Waverley,-33.90181,151.25599,Australia
1257,Waverton,-33.83863,151.20046,Australia
1258,Weddin,-33.87903,148.01125,Australia
1259,Wee Waa,-30.2266,149.44041,Australia
1260,Wellington,-32.55588,148.94508,Australia
1261,Wentworth,-33.67106,142.33675,Australia
1262,Wentworth Falls,-33.71033,150.37534,Australia
1263,Wentworth Point,-33.8308,151.07441,Australia
1264,Wentworthville,-33.80652,150.96785,Australia
1265,Werrington,-33.7592,150.75266,Australia
1266,Werrington County,-33.7465,150.73929,Australia
1267,Werrington Downs,-33.74206,150.72779,Australia
1268,Werris Creek,-31.34908,150.6487,Australia
1269,West Albury,-36.07979,146.89227,Australia
1270,West Ballina,-28.862,153.53291,Australia
1271,West Bathurst,-33.4092,149.56324,Australia
1272,West Gosford,-33.42578,151.31701,Australia
1273,West Haven,-31.63555,152.78378,Australia
1274,West Hoxton,-33.93388,150.83234,Australia
1275,West Kempsey,-31.05757,152.82794,Australia
1276,West Nowra,-34.88593,150.58333,Australia
1277,West Pennant Hills,-33.7457,151.04764,Australia
1278,West Pymble,-33.76667,151.13333,Australia
1279,West Ryde,-33.80543,151.07386,Australia
1280,West Tamworth,-31.10236,150.91447,Australia
1281,West Wallsend,-32.9,151.58333,Australia
1282,West Wollongong,-34.4248,150.86417,Australia
1283,West Wyalong,-33.92373,147.20473,Australia
1284,Westdale,-31.09052,150.85678,Australia
1285,Westleigh,-33.71176,151.07139,Australia
1286,Westmead,-33.80383,150.98768,Australia
1287,Wetherill Park,-33.84277,150.90061,Australia
1288,Whalan,-33.75697,150.80402,Australia
1289,Wheeler Heights,-33.73119,151.28049,Australia
1290,Whitebridge,-32.97436,151.71614,Australia
1291,Wickham,-32.91923,151.75693,Australia
1292,Wilberforce,-33.56256,150.83784,Australia
1293,Wiley Park,-33.9242,151.06737,Australia
1294,Williamtown,-32.80638,151.84361,Australia
1295,Willmot,-33.72534,150.79259,Australia
1296,Willoughby,-33.80167,151.18782,Australia
1297,Willoughby East,-33.79844,151.20518,Australia
1298,Wilton,-34.24053,150.69771,Australia
1299,Windale,-32.99277,151.68167,Australia
1300,Windang,-34.53333,150.86667,Australia
1301,Windradyne,-33.40539,149.54507,Australia
1302,Windsor,-33.61309,150.81416,Australia
1303,Windsor Downs,-33.65857,150.81079,Australia
1304,Wingecarribee,-34.49091,150.35486,Australia
1305,Wingham,-31.86676,152.36989,Australia
1306,Winmalee,-33.67847,150.61213,Australia
1307,Winston Hills,-33.77645,150.98051,Australia
1308,Wolli Creek,-33.93133,151.15222,Australia
1309,Wollondilly,-34.06958,150.46265,Australia
1310,Wollongbar,-28.8182,153.39686,Australia
1311,Wollongong,-34.424,150.89345,Australia
1312,Wollongong city centre,-34.4279,150.89268,Australia
1313,Wollstonecraft,-33.8328,151.18981,Australia
1314,Woodberry,-32.79311,151.67687,Australia
1315,Woodbine,-34.04589,150.82146,Australia
1316,Woodcroft,-33.75637,150.88071,Australia
1317,Woodford,-33.73333,150.48333,Australia
1318,Woodpark,-33.84137,150.96055,Australia
1319,Woodrising,-32.98595,151.60657,Australia
1320,Woolgoolga,-30.11058,153.20067,Australia
1321,Woollahra,-33.87901,151.24706,Australia
1322,Woolloomooloo,-33.87042,151.21968,Australia
1323,Woolooware,-34.04583,151.14312,Australia
1324,Woongarrah,-33.24134,151.47563,Australia
1325,Woonona,-34.34932,150.91443,Australia
1326,Woronora,-34.02436,151.03862,Australia
1327,Woronora Heights,-34.03562,151.02734,Australia
1328,Worrigee,-34.9,150.63333,Australia
1329,Woy Woy,-33.48433,151.32471,Australia
1330,Wyee,-33.18252,151.48804,Australia
1331,Wyee Point,-33.14585,151.50783,Australia
1332,Wyoming,-33.40387,151.36254,Australia
1333,Wyong,-33.28254,151.42327,Australia
1334,Wyongah,-33.27468,151.48898,Australia
1335,Yagoona,-33.9049,151.01996,Australia
1336,Yamba,-29.4375,153.35914,Australia
1337,Yarravel,-31.04295,152.76191,Australia
1338,Yarrawarrah,-34.05351,151.03563,Australia
1339,Yass,-34.84036,148.90987,Australia
1340,Yass Valley,-34.9263,148.9724,Australia
1341,Yenda,-34.24525,146.20273,Australia
1342,Yennora,-33.86173,150.96865,Australia
1343,Yerrinbool,-34.36884,150.53848,Australia
1344,Yoogali,-34.29944,146.08443,Australia
1345,Young,-34.3135,148.30107,Australia
1346,Yowie Bay,-34.05116,151.10228,Australia
1347,Zetland,-33.90748,151.20857,Australia
1348,Alawa,-12.37954,130.8732,Australia
1349,Alice Springs,-23.69748,133.88362,Australia
1350,Alyangula,-13.85413,136.42129,Australia
1351,Anula,-12.39125,130.89047,Australia
1352,Araluen,-23.69601,133.854,Australia
1353,Bakewell,-12.49684,130.99344,Australia
1354,Barkly,-19.54154,134.82364,Australia
1355,Bellamack,-12.51707,130.98355,Australia
1356,Belyuen,-12.53819,130.68317,Australia
1357,Berrimah,-12.43507,130.92606,Australia
1358,Braitling,-23.68005,133.86877,Australia
1359,Brinkin,-12.37057,130.86799,Australia
1360,Central Desert,-21.07203,133.49949,Australia
1361,Coconut Grove,-12.39602,130.85186,Australia
1362,Coomalie,-13.04322,131.08427,Australia
1363,Cossack,-14.45551,132.17482,Australia
1364,Darwin,-12.46113,130.84185,Australia
1365,Desert Springs,-23.71554,133.88768,Australia
1366,Driver,-12.48602,130.97539,Australia
1367,Durack,-12.47308,130.97208,Australia
1368,East Arnhem,-12.66175,135.82281,Australia
1369,East Side,-23.69195,133.8932,Australia
1370,Fannie Bay,-12.42275,130.83627,Australia
1371,Farrar,-12.48028,130.9982,Australia
1372,Galiwinku,-12.02811,135.56486,Australia
1373,Gillen,-23.70915,133.86596,Australia
1374,Girraween,-12.52528,131.09566,Australia
1375,Gray,-12.49036,130.98228,Australia
1376,Gunbalanya,-12.32474,133.05087,Australia
1377,Gunn,-12.48765,130.99322,Australia
1378,Herbert,-12.53414,131.16197,Australia
1379,Holtze,-12.4485,131.00556,Australia
1380,Howard Springs,-12.49576,131.04446,Australia
1381,Humpty Doo,-12.58406,131.13674,Australia
1382,Jabiru,-12.67049,132.83604,Australia
1383,Jingili,-12.38895,130.87281,Australia
1384,Johnston,-12.48764,131.01169,Australia
1385,Karama,-12.40219,130.916,Australia
1386,Katherine,-14.65012,132.17414,Australia
1387,Katherine East,-14.46597,132.28556,Australia
1388,Katherine South,-14.46784,132.25848,Australia
1389,Larapinta,-23.69303,133.83137,Australia
1390,Larrakeyah,-12.45527,130.83172,Australia
1391,Leanyer,-12.36667,130.9,Australia
1392,Litchfield,-12.50228,131.12785,Australia
1393,Ludmilla,-12.42032,130.85506,Australia
1394,Lyons,-12.35912,130.88852,Australia
1395,MacDonnell,-24.42671,133.49982,Australia
1396,Malak,-12.39288,130.90395,Australia
1397,Maningrida,-12.0483,134.22941,Australia
1398,Marrara,-12.40041,130.8929,Australia
1399,Milingimbi,-12.10188,134.91901,Australia
1400,Millner,-12.39186,130.86252,Australia
1401,Moil,-12.3885,130.88088,Australia
1402,Moulden,-12.50559,130.97313,Australia
1403,Muirhead,-12.35863,130.89352,Australia
1404,Nakara,-12.37054,130.87728,Australia
1405,Ngukurr,-14.73081,134.73102,Australia
1406,Nhulunbuy,-12.18165,136.77841,Australia
1407,Nightcliff,-12.38299,130.8517,Australia
1408,Palmerston,-12.4962,130.97797,Australia
1409,Parap,-12.43054,130.84142,Australia
1410,Rapid Creek,-12.38042,130.85919,Australia
1411,Roper Gulf,-15.30564,134.97356,Australia
1412,Rosebery,-12.51046,130.9878,Australia
1413,Ross,-23.74424,133.90358,Australia
1414,Sadadeen,-23.70399,133.90043,Australia
1415,Stuart Park,-12.4486,130.84249,Australia
1416,Tennant Creek,-19.6497,134.19147,Australia
1417,The Gap,-23.71333,133.87386,Australia
1418,Tiwi,-12.35876,130.878,Australia
1419,Tiwi Islands,-11.55324,130.78178,Australia
1420,Victoria Daly,-15.9292,130.76166,Australia
1421,Virginia,-12.51895,131.02844,Australia
1422,Wadeye,-14.23834,129.52177,Australia
1423,Wagait,-12.44161,130.7537,Australia
1424,Wagaman,-12.38074,130.88538,Australia
1425,Wanguri,-12.37129,130.88815,Australia
1426,West Arnhem,-12.38723,133.37935,Australia
1427,Woodroffe,-12.50173,130.98016,Australia
1428,Wulagi,-12.38345,130.89543,Australia
1429,Wurrumiyanga,-11.76082,130.62555,Australia
1430,Yulara,-25.2406,130.9889,Australia
1431,Zuccoli,-12.50727,131.00694,Australia
1432,Acacia Ridge,-27.58333,153.03333,Australia
1433,Agnes Water,-24.2119,151.9035,Australia
1434,Airlie Beach,-20.26751,148.71471,Australia
1435,Aitkenvale,-19.30142,146.77082,Australia
1436,Albany Creek,-27.35364,152.96848,Australia
1437,Alderley,-27.42553,153.00102,Australia
1438,Aldershot,-25.46312,152.66348,Australia
1439,Alexandra Headland,-26.67154,153.10058,Australia
1440,Alexandra Hills,-27.53221,153.22889,Australia
1441,Algester,-27.61279,153.03239,Australia
1442,Alice River,-19.33437,146.61391,Australia
1443,Allenstown,-23.39403,150.50393,Australia
1444,Alligator Creek,-19.39176,146.93784,Australia
1445,Allora,-28.03484,151.98058,Australia
1446,Alton Downs,-23.3,150.35,Australia
1447,Andergrove,-21.08333,149.18333,Australia
1448,Annandale,-19.31503,146.79069,Australia
1449,Annerley,-27.51228,153.03248,Australia
1450,Anstead,-27.53781,152.86187,Australia
1451,Arana Hills,-27.39808,152.95797,Australia
1452,Aroona,-26.78173,153.11652,Australia
1453,Arundel,-27.93768,153.36302,Australia
1454,Ascot,-27.43154,153.058,Australia
1455,Ashgrove,-27.44552,152.992,Australia
1456,Ashmore,-27.98883,153.37647,Australia
1457,Aspley,-27.36667,153.01667,Australia
1458,Atherton,-17.26864,145.47522,Australia
1459,Auchenflower,-27.47443,152.99213,Australia
1460,Augustine Heights,-27.66047,152.87896,Australia
1461,Aurukun,-13.51263,141.82435,Australia
1462,Avenell Heights,-24.8896,152.36786,Australia
1463,Avoca,-24.87822,152.30794,Australia
1464,Ayr,-19.57393,147.40666,Australia
1465,Babinda,-17.3439,145.92265,Australia
1466,Bahrs Scrub,-27.73333,153.16667,Australia
1467,Bakers Creek,-21.2199,149.14681,Australia
1468,Bald Hills,-27.32112,153.00857,Australia
1469,Balmoral,-27.45341,153.0668,Australia
1470,Balonne Shire,-28.28481,148.17933,Australia
1471,Bamaga,-10.89197,142.38934,Australia
1472,Banana,-24.80653,149.89838,Australia
1473,Banksia Beach,-27.04027,153.1439,Australia
1474,Banyo,-27.38236,153.07903,Australia
1475,Barcaldine,-23.05203,145.4349,Australia
1476,Barcoo,-25.17292,142.46481,Australia
1477,Bardon,-27.461,152.9792,Australia
1478,Barellan Point,-27.57196,152.84379,Australia
1479,Bargara,-24.81476,152.46257,Australia
1480,Barney Point,-23.84793,151.26577,Australia
1481,Battery Hill,-26.77878,153.12887,Australia
1482,Bayview Heights,-16.96229,145.72585,Australia
1483,Beachmere,-27.12808,153.05243,Australia
1484,Beaconsfield,-21.09121,149.16544,Australia
1485,Beaudesert,-27.98691,152.99657,Australia
1486,Beenleigh,-27.71137,153.2029,Australia
1487,Beerwah,-26.85881,152.96144,Australia
1488,Belgian Gardens,-19.24507,146.79455,Australia
1489,Bellara,-27.06392,153.14959,Australia
1490,Bellbird Park,-27.63674,152.88663,Australia
1491,Bellbowrie,-27.55939,152.88278,Australia
1492,Bellmere,-27.08441,152.89003,Australia
1493,Belmont,-27.49882,153.134,Australia
1494,Benaraby,-24.00417,151.3341,Australia
1495,Benowa,-28.0077,153.38583,Australia
1496,Bentley Park,-17.00389,145.73819,Australia
1497,Berrinba,-27.65853,153.07888,Australia
1498,Berserker,-23.35817,150.52042,Australia
1499,Biggera Waters,-27.93239,153.40021,Australia
1500,Bilinga,-28.16667,153.51667,Australia
1501,Biloela,-24.39589,150.51504,Australia
1502,Birkdale,-27.48333,153.21667,Australia
1503,Birtinya,-26.74322,153.11913,Australia
1504,Black Mountain,-26.39886,152.87561,Australia
1505,Black River,-19.22517,146.61787,Australia
1506,Blackall,-24.42327,145.46303,Australia
1507,Blackall Tambo,-24.78795,145.97279,Australia
1508,Blacks Beach,-21.05466,149.18971,Australia
1509,Blackwater,-23.58351,148.87912,Australia
1510,Bli Bli,-26.61724,153.03665,Australia
1511,Bluewater,-19.18157,146.5582,Australia
1512,Bohle Plains,-19.31365,146.69186,Australia
1513,Bokarina,-26.73843,153.13049,Australia
1514,Bongaree,-27.08367,153.15942,Australia
1515,Bonogin,-28.1393,153.35297,Australia
1516,Booie,-26.53677,151.94181,Australia
1517,Boonah,-27.99724,152.68108,Australia
1518,Boondall,-27.35317,153.06092,Australia
1519,Booral,-25.36048,152.9081,Australia
1520,Booval,-27.61328,152.78944,Australia
1521,Boronia Heights,-27.68855,153.01959,Australia
1522,Bouldercombe,-23.57054,150.46951,Australia
1523,Boulia,-22.27908,139.62534,Australia
1524,Bowen,-20.01367,148.24754,Australia
1525,Bowen Hills,-27.44369,153.03728,Australia
1526,Boyne Island,-23.94829,151.35336,Australia
1527,Bracken Ridge,-27.3171,153.03097,Australia
1528,Brandon,-19.55389,147.35304,Australia
1529,Branyan,-24.91347,152.27251,Australia
1530,Brassall,-27.59753,152.74755,Australia
1531,Bray Park,-27.29246,152.96783,Australia
1532,Brendale,-27.32114,152.98393,Australia
1533,Bridgeman Downs,-27.35538,152.99432,Australia
1534,Brighton,-27.29582,153.05721,Australia
1535,Brinsmead,-16.89921,145.71554,Australia
1536,Brisbane,-27.46794,153.02809,Australia
1537,Broadbeach,-28.02782,153.43343,Australia
1538,Broadbeach Waters,-28.03498,153.42502,Australia
1539,Brookfield,-27.5,152.9,Australia
1540,Brookwater,-27.66128,152.89669,Australia
1541,Bucasia,-21.03494,149.15726,Australia
1542,Bucca,-24.86667,152.1,Australia
1543,Buccan,-27.75,153.13333,Australia
1544,Buddina,-26.69565,153.13302,Australia
1545,Buderim,-26.68443,153.05705,Australia
1546,Bulimba,-27.4499,153.05766,Australia
1547,Bulloo,-27.83079,142.9128,Australia
1548,Bundaberg,-24.97305,151.98442,Australia
1549,Bundaberg East,-24.8586,152.38003,Australia
1550,Bundaberg North,-24.84914,152.34638,Australia
1551,Bundaberg South,-24.87277,152.35986,Australia
1552,Bundaberg West,-24.87265,152.33647,Australia
1553,Bundall,-28.01111,153.40479,Australia
1554,Bundamba,-27.60947,152.81133,Australia
1555,Bungalow,-16.93855,145.75634,Australia
1556,Bunya,-27.3694,152.94331,Australia
1557,Burbank,-27.55584,153.14701,Australia
1558,Burdekin,-19.84934,147.27239,Australia
1559,Burdell,-19.25056,146.69877,Australia
1560,Burke,-18.06461,139.03748,Australia
1561,Burleigh Heads,-28.1,153.45,Australia
1562,Burleigh Waters,-28.09975,153.42463,Australia
1563,Burnett Heads,-24.76468,152.4127,Australia
1564,Burnside,-26.63255,152.94063,Australia
1565,Burpengary,-27.15746,152.95758,Australia
1566,Burpengary East,-27.14447,152.99968,Australia
1567,Burrum Heads,-25.18457,152.61263,Australia
1568,Bushland Beach,-19.19134,146.67682,Australia
1569,Cabarlah,-27.43333,152.0,Australia
1570,Caboolture,-27.08465,152.9511,Australia
1571,Caboolture South,-27.09389,152.94874,Australia
1572,Cairns,-16.90268,145.75287,Australia
1573,Cairns City,-16.92069,145.77358,Australia
1574,Cairns North,-16.90406,145.75703,Australia
1575,Calamvale,-27.62329,153.04785,Australia
1576,Calliope,-24.00705,151.20033,Australia
1577,Caloundra,-26.80346,153.12195,Australia
1578,Caloundra West,-26.80634,153.10894,Australia
1579,Cambooya,-27.71454,151.86029,Australia
1580,Camira,-27.63461,152.92091,Australia
1581,Camp Hill,-27.49354,153.07629,Australia
1582,Camp Mountain,-27.4,152.88333,Australia
1583,Cannon Hill,-27.47237,153.09475,Australia
1584,Cannonvale,-20.27681,148.69759,Australia
1585,Canungra,-28.01689,153.16525,Australia
1586,Capalaba,-27.54333,153.20287,Australia
1587,Capella,-23.08593,148.02206,Australia
1588,Caravonica,-16.87063,145.68099,Australia
1589,Carbrook,-27.68333,153.25,Australia
1590,Cardwell,-18.26693,146.02804,Australia
1591,Carina Heights,-27.50721,153.09126,Australia
1592,Carindale,-27.50578,153.10236,Australia
1593,Carpentaria,-17.32216,141.3531,Australia
1594,Carrara,-28.02151,153.36635,Australia
1595,Carseldine,-27.34753,153.02307,Australia
1596,Cashmere,-27.29767,152.90662,Australia
1597,Cassowary Coast,-17.96785,145.96561,Australia
1598,Cedar Grove,-27.86667,152.98333,Australia
1599,Cedar Vale,-27.88923,153.02891,Australia
1600,Centenary Heights,-27.58684,151.96249,Australia
1601,Central Highlands,-24.06336,148.31958,Australia
1602,Chambers Flat,-27.74811,153.07764,Australia
1603,Chandler,-27.51398,153.14907,Australia
1604,Chapel Hill,-27.50264,152.95012,Australia
1605,Charleville,-26.40542,146.24274,Australia
1606,Charters Towers,-20.20927,145.81645,Australia
1607,Charters Towers City,-20.07774,146.26275,Australia
1608,Chatsworth,-26.14398,152.61503,Australia
1609,Chelmer,-27.51326,152.97524,Australia
1610,Cherbourg,-26.2875,151.93279,Australia
1611,Chermside,-27.38472,153.03062,Australia
1612,Chermside West,-27.38383,153.01586,Australia
1613,Childers,-25.23708,152.27876,Australia
1614,Chinchilla,-26.73787,150.6297,Australia
1615,Churchill,-27.64233,152.75022,Australia
1616,Chuwar,-27.5662,152.77844,Australia
1617,Clayfield,-27.41894,153.05818,Australia
1618,Clear Island Waters,-28.05308,153.39815,Australia
1619,Clermont,-22.82407,147.63635,Australia
1620,Cleveland,-27.52677,153.26516,Australia
1621,Clifton,-27.93374,151.9066,Australia
1622,Clifton Beach,-16.76313,145.67167,Australia
1623,Clinton,-23.87518,151.21793,Australia
1624,Cloncurry,-20.69889,140.27115,Australia
1625,Clontarf,-27.25341,153.07835,Australia
1626,Coes Creek,-26.6472,152.94943,Australia
1627,Collingwood Park,-27.61282,152.86008,Australia
1628,Collinsville,-20.55223,147.84399,Australia
1629,Condon,-19.32968,146.71663,Australia
1630,Cooee Bay,-23.14427,150.76113,Australia
